"city,state",Latitude,Longitude,,
"Cadiz, KY",36.80201,-87.828578,,
"Campbellsville, KY",37.337416,-85.357952,,
"Carrollton, KY",38.663866,-85.098906,,
"Columbia, KY",37.116131,-85.265586,,
"Corbin, KY",36.854371,-84.184688,,
"Cynthiana, KY",38.356954,-84.323033,,
"Danville, KY",37.636006,-84.849682,,
"Edgewood, KY",39.018672,-84.581888,,
"Elizabethtown, KY",37.684807,-85.878391,,
"Flemingsburg, KY",38.438363,-83.732284,,
"Florence, KY",38.962372,-84.747789,,
"Fort Thomas, KY",39.080411,-84.453991,,
"Frankfort, KY",38.228115,-84.869708,,
"Franklin, KY",36.740598,-86.583305,,
"Georgetown, KY",38.239718,-84.574498,,
"Glasgow, KY",36.942763,-85.941203,,
"Greenville, KY",37.20083,-87.164385,,
"Hardinsburg, KY",37.751214,-86.45371,,
"Harrodsburg, KY",37.803283,-84.860707,,
"Hartford, KY",37.472545,-86.869715,,
"Hazard, KY",37.292881,-83.19055,,
"Henderson, KY",37.807173,-87.599052,,
"Hopkinsville, KY",36.876568,-87.471106,,
"Horse Cave, KY",37.202266,-85.89552,,
"Hyden, KY",37.187746,-83.416902,,
"Irvine, KY",37.70064,-83.97381,,
"Jackson, KY",37.486809,-83.291331,,
"La Grange, KY",38.423186,-85.454359,,
"Lebanon, KY",37.541558,-85.256025,,
"Leitchfield, KY",37.460336,-86.324894,,
"Lexington, KY",38.037847,-84.61645,,
"London, KY",37.154931,-84.096062,,
"Louisville, KY",38.188962,-85.676819,,
"Madisonville, KY",37.299458,-87.532576,,
"Manchester, KY",37.151101,-83.779273,,
"Marion, KY",37.322088,-88.087479,,
"Martin, KY",37.57288,-82.75266,,
"Mayfield, KY",36.715599,-88.651839,,
"Maysville, KY",38.620653,-83.806657,,
"McDowell, KY",37.45593,-82.73627,,
"Middlesboro, KY",36.669566,-83.693159,,
"Monticello, KY",36.8674,-84.8254,,
"Morehead, KY",38.210471,-83.42039,,
"Morganfield, KY",37.686939,-87.943938,,
"Mount Sterling, KY",38.052103,-83.924711,,
"Mount Vernon, KY",37.398303,-84.337882,,
"Murray, KY",36.625349,-88.279562,,
"Owensboro, KY",37.751818,-87.257303,,
"Paducah, KY",37.031586,-88.713292,,
"Paris, KY",38.217248,-84.213426,,
"Pikeville, KY",37.514701,-82.513615,,
"Pineville, KY",36.715863,-83.766776,,
"Prestonsburg, KY",37.66565,-82.77155,,
"Princeton, KY",37.140606,-87.865635,,
"Richmond, KY",37.764867,-84.296913,,
"Russell Springs, KY",37.05618,-85.08857,,
"Russellville, KY",36.845273,-86.882321,,
"Salem, KY",37.277816,-88.286799,,
"Scottsville, KY",36.783817,-86.188104,,
"Shelbyville, KY",38.222445,-85.172072,,
"Somerset, KY",37.10288,-84.544294,,
"South Williamson, KY",37.67205,-82.28403,,
"Stanford, KY",37.522046,-84.684467,,
"Tompkinsville, KY",36.723634,-85.700865,,
"Versailles, KY",37.998762,-84.737666,,
"West Liberty, KY",37.92148,-83.25962,,
"Williamstown, KY",38.654385,-84.603041,,
"Winchester, KY",37.964922,-84.160724,,
"Abbeville, LA",29.946603,-92.241595,,
"Alexandria, LA",31.274156,-92.467107,,
"Amite, LA",30.74483,-90.41058,,
"Bastrop, LA",32.795041,-91.873723,,
"Baton Rouge, LA",30.44924,-91.185607,,
"Bernice, LA",32.82209,-92.65793,,
"Bogalusa, LA",30.744198,-89.912079,,
"Bossier City, LA",32.573112,-93.699378,,
"Breaux Bridge, LA",30.27353,-91.89928,,
"Bunkie, LA",30.95325,-92.18263,,
"Chalmette, LA",29.947746,-89.954906,,
"Church Point, LA",30.40298,-92.21513,,
"Columbia, LA",32.102189,-92.11767,,
"Coushatta, LA",32.023096,-93.264819,,
"Covington, LA",30.45886,-90.156595,,
"Crowley, LA",30.210073,-92.379963,,
"Cut Off, LA",29.509589,-90.335128,,
"De Ridder, LA",30.84631,-93.28905,,
"Delhi, LA",32.45764,-91.49317,,
"Eunice, LA",30.49437,-92.41763,,
"Farmerville, LA",32.777031,-92.39525,,
"Ferriday, LA",31.660219,-91.550218,,
"Franklin, LA",29.79604,-91.5015,,
"Franklinton, LA",30.840587,-90.120807,,
"Gonzales, LA",30.204707,-90.869481,,
"Greensburg, LA",30.83074,-90.67176,,
"Homer, LA",32.775361,-93.000406,,
"Houma, LA",29.578671,-90.805402,,
"Jena, LA",31.60603,-92.140733,,
"Jennings, LA",30.259096,-92.69411,,
"Jonesboro, LA",32.228472,-92.575528,,
"Kaplan, LA",29.99798,-92.28485,,
"Kenner, LA",29.99171,-90.258065,,
"Kinder, LA",30.578402,-92.928777,,
"Lafayette, LA",30.24171,-91.991044,,
"Lake Charles, LA",30.233355,-93.214903,,
"Leesville, LA",31.125636,-93.173622,,
"Luling, LA",29.90364,-90.34925,,
"Lutcher, LA",30.04048,-90.69898,,
"Mamou, LA",30.63381,-92.4193,,
"Mansfield, LA",32.039947,-93.709777,,
"Marksville, LA",31.114424,-92.019522,,
"Marrero, LA",29.837276,-90.112449,,
"Metairie, LA",29.984643,-90.161821,,
"Minden, LA",32.725217,-93.312837,,
"Monroe, LA",32.502833,-92.094583,,
"Morgan City, LA",29.697653,-91.265374,,
"Napoleonville, LA",29.908353,-91.064291,,
"Natchitoches, LA",31.70988,-93.109141,,
"New Iberia, LA",29.949527,-91.832747,,
"New Orleans, LA",29.958304,-90.077,,
"New Roads, LA",30.70157,-91.43622,,
"Oakdale, LA",30.80547,-92.62153,,
"Olla, LA",31.805736,-92.208993,,
"Opelousas, LA",30.533657,-92.104961,,
"Raceland, LA",29.683764,-90.627822,,
"Rayville, LA",32.445645,-91.743314,,
"Ruston, LA",32.580553,-92.639756,,
"Shreveport, LA",32.498202,-93.750228,,
"Slidell, LA",30.262109,-89.792557,,
"Springhill, LA",32.994947,-93.509177,,
"Sulphur, LA",30.300185,-93.435063,,
"Thibodaux, LA",29.808328,-90.750268,,
"Vivian, LA",32.84233,-93.950401,,
"West Monroe, LA",32.565664,-92.172926,,
"Winnfield, LA",31.914948,-92.669269,,
"Winnsboro, LA",32.118121,-91.705926,,
"Zachary, LA",30.641035,-91.129053,,
"Attleboro, MA",41.938976,-71.302297,,
"Boston, MA",42.370567,-71.026964,,
"Brockton, MA",42.079399,-71.03999,,
"Lawrence, MA",42.70734,-71.161052,,
"Milford, MA",42.147087,-71.528085,,
"Newton Lower Falls, MA",42.328708,-71.2559,,
"Northampton, MA",42.321488,-72.630588,,
"Southbridge, MA",42.08712,-72.03479,,
"Annapolis, MD",38.98775,-76.5528,,
"Baltimore, MD",39.296536,-76.623489,,
"Berlin, MD",38.310447,-75.320901,,
"Crisfield, MD",37.998308,-75.818797,,
"Germantown, MD",39.135512,-77.282223,,
"Oxon Hill, MD",38.806809,-76.995859,,
"Prince Frederick, MD",38.54571,-76.58949,,
"Silver Spring, MD",39.036289,-77.010948,,
"Augusta, ME",44.351642,-69.803773,,
"Bangor, ME",44.848517,-68.850405,,
"Bar Harbor, ME",44.38132,-68.21107,,
"Bridgton, ME",44.06751,-70.72512,,
"Brunswick, ME",43.91172,-69.9405,,
"Calais, ME",45.18896,-67.2786,,
"Caribou, ME",46.871355,-68.025442,,
"Damariscotta, ME",44.03286,-69.51866,,
"Dover-Foxcroft, ME",45.213059,-69.189134,,
"Farmington, ME",44.650311,-70.129267,,
"Fort Kent, ME",47.26484,-68.58101,,
"Houlton, ME",46.121345,-67.833009,,
"Lewiston, ME",44.086323,-70.169297,,
"Lincoln, ME",45.366794,-68.49299,,
"Machias, ME",44.660627,-67.469196,,
"Millinocket, ME",45.65947,-68.6995,,
"Norway, ME",44.21396,-70.54478,,
"Rumford, ME",44.523556,-70.638174,,
"Skowhegan, ME",44.769303,-69.593975,,
"York, ME",43.166461,-70.679004,,
"Albany, MO",40.256596,-94.330949,,
"Appleton City, MO",38.167943,-93.882831,,
"Bethany, MO",40.258215,-94.020972,,
"Blue Springs, MO",38.964518,-94.370275,,
"Bolivar, MO",37.626464,-93.413616,,
"Boonville, MO",38.884444,-92.733329,,
"Branson, MO",36.660981,-93.235798,,
"Butler, MO",38.241174,-94.3491,,
"Cape Girardeau, MO",37.335289,-89.574605,,
"Carrollton, MO",39.405818,-93.425127,,
"Carthage, MO",37.182292,-94.314002,,
"Clinton, MO",38.401811,-93.785012,,
"Crystal City, MO",38.225684,-90.384036,,
"Dexter, MO",36.79589,-89.95787,,
"Doniphan, MO",36.650121,-90.810644,,
"El Dorado Springs, MO",37.865205,-94.012373,,
"Excelsior Springs, MO",39.332601,-94.274632,,
"Fairfax, MO",40.347147,-95.390747,,
"Fredericktown, MO",37.490565,-90.336244,,
"Fulton, MO",38.830203,-91.966756,,
"Hannibal, MO",39.736986,-91.45683,,
"Harrisonville, MO",38.615239,-94.321556,,
"Hayti, MO",36.23368,-89.74953,,
"Hermann, MO",38.587608,-91.499131,,
"Houston, MO",37.305192,-91.946292,,
"Jefferson City, MO",38.494029,-92.165194,,
"Joplin, MO",37.113343,-94.502663,,
"Kansas City, MO",39.102404,-94.598583,,
"Kennett, MO",36.23618,-90.05565,,
"Kirksville, MO",40.165717,-92.609514,,
"Lamar, MO",37.519054,-94.336385,,
"Lee's Summit, MO",38.974502,-94.34522,,
"Lexington, MO",39.14086,-93.849284,,
"Liberty, MO",39.298945,-94.436314,,
"Louisiana, MO",39.440073,-91.088401,,
"Macon, MO",39.773979,-92.451742,,
"Marshall, MO",39.161394,-93.244357,,
"Memphis, MO",40.460129,-92.198203,,
"Milan, MO",40.166282,-93.120132,,
"Moberly, MO",39.425513,-92.428348,,
"Monett, MO",36.92895,-93.92771,,
"Nevada, MO",37.83921,-94.35467,,
"North Kansas City, MO",39.130004,-94.562177,,
"Osage Beach, MO",38.131001,-92.671943,,
"Perryville, MO",37.727156,-89.862749,,
"Pilot Knob, MO",37.62116,-90.6404,,
"Poplar Bluff, MO",36.778764,-90.440688,,
"Potosi, MO",37.98535,-90.820073,,
"Richmond, MO",39.341906,-93.984387,,
"Rolla, MO",37.898204,-91.797641,,
"Saint Louis, MO",38.631501,-90.19231,,
"Salem, MO",37.640709,-91.53927,,
"Sedalia, MO",38.703138,-93.240166,,
"Sikeston, MO",36.87672,-89.58786,,
"Springfield, MO",37.25807,-93.343673,,
"St. Joseph, MO",39.765442,-94.844432,,
"Ste Genevieve, MO",38.35075,-92.456783,,
"Sweet Springs, MO",38.95224,-93.42049,,
"Troy, MO",39.016299,-90.940268,,
"Warrensburg, MO",38.76279,-93.73605,,
"Washington, MO",38.523478,-91.023546,,
"West Plains, MO",36.74651,-91.882912,,
"Saipan, MP",15.190135,145.740804,,
"Aberdeen, MS",33.847638,-88.514694,,
"Ackerman, MS",33.278252,-89.191298,,
"Amory, MS",33.942639,-88.411284,,
"Bay Saint Louis, MS",30.295608,-89.463187,,
"Biloxi, MS",30.409826,-88.880304,,
"Booneville, MS",34.632922,-88.533107,,
"Brookhaven, MS",31.563224,-90.470661,,
"Calhoun City, MS",33.857172,-89.352482,,
"Carthage, MS",32.785217,-89.524057,,
"Centreville, MS",31.134359,-91.175079,,
"Charleston, MS",34.007428,-90.115364,,
"Cleveland, MS",33.758855,-90.725595,,
"Collins, MS",31.652811,-89.578002,,
"Columbia, MS",31.218188,-89.801872,,
"Corinth, MS",34.87589,-88.591575,,
"Desoto, MS",31.973763,-88.713376,,
"Forest, MS",32.399853,-89.505298,,
"Golden Triange, MS",34.488431,-88.188654,,
"Greenwood, MS",33.550408,-90.224856,,
"Grenada, MS",33.786016,-89.845462,,
"Gulfport, MS",30.382966,-89.102426,,
"Hazlehurst, MS",31.868475,-90.429426,,
"Indianola, MS",33.443446,-90.608662,,
"Jackson, MS",32.289656,-90.184201,,
"Kosciusko, MS",33.055142,-89.5913,,
"Laurel, MS",31.711733,-89.114317,,
"Leakesville, MS",31.167734,-88.637767,,
"Lexington, MS",33.126082,-90.057116,,
"Louisville, MS",33.101687,-89.068098,,
"Lucedale, MS",30.866791,-88.649035,,
"Macon, MS",33.125769,-88.54474,,
"Magee, MS",31.87377,-89.73369,,
"Meadville, MS",31.469888,-90.891482,,
"Mendenhall, MS",31.907972,-89.813907,,
"Meridian, MS",32.381605,-88.663489,,
"Mississippi, MS",32.686471,-89.656138,,
"Philadelphia, MS",32.754387,-89.116797,,
"Picayune, MS",30.52547,-89.67951,,
"Poplarville, MS",30.756774,-89.58072,,
"Prentiss, MS",31.59763,-89.886038,,
"Richton, MS",31.318239,-88.993126,,
"Ripley, MS",34.722961,-88.903624,,
"Ruleville, MS",33.72595,-90.55148,,
"Starkville, MS",33.42554,-88.879117,,
"Tylertown, MS",31.175558,-90.090824,,
"Union County, MS",32.643921,-89.111993,,
"Waynesboro, MS",31.659327,-88.704113,,
"Winona, MS",33.514926,-89.628584,,
"Yazoo City, MS",32.815898,-90.475849,,
"Anaconda, MT",46.15821,-113.009421,,
"Baker, MT",46.351496,-104.273377,,
"Big Sandy, MT",48.17641,-110.311201,,
"Big Timber, MT",45.834206,-109.950025,,
"Billings, MT",45.686966,-108.387392,,
"Chester, MT",48.510659,-110.967372,,
"Choteau, MT",47.824102,-112.266872,,
"Circle, MT",47.484243,-105.758852,,
"Columbus, MT",45.657453,-109.206617,,
"Conrad, MT",48.182782,-111.845931,,
"Culbertson, MT",48.150238,-104.517106,,
"Cut Bank, MT",48.63304,-112.32616,,
"Deer Lodge, MT",46.401859,-112.642136,,
"Dillon, MT",45.21631,-112.63752,,
"Ennis, MT",45.289586,-111.665136,,
"Forsyth, MT",46.174223,-106.6303,,
"Fort Benton, MT",47.83441,-110.65827,,
"Glendive, MT",47.180623,-104.774873,,
"Great Falls, MT",47.511219,-111.2755,,
"Hamilton, MT",46.234189,-114.165774,,
"Hardin, MT",45.52731,-107.6963,,
"Harlowton, MT",46.447745,-109.843492,,
"Helena, MT",46.527398,-112.21037,,
"Jordan, MT",47.325641,-106.943963,,
"Lewistown, MT",47.06247,-109.42824,,
"Libby, MT",48.380992,-115.394062,,
"Livingston, MT",45.530664,-110.369054,,
"Malta, MT",48.124479,-107.783145,,
"Miles City, MT",46.447808,-105.795343,,
"Plains, MT",47.46021,-114.88291,,
"Plentywood, MT",48.747919,-104.468029,,
"Polson, MT",47.737279,-114.230256,,
"Red Lodge, MT",45.241262,-109.323626,,
"Ronan, MT",47.507347,-114.178287,,
"Roundup, MT",46.440929,-108.427325,,
"Scobey, MT",48.712594,-105.535656,,
"Shelby, MT",48.610551,-111.73233,,
"Sidney, MT",47.655825,-104.195206,,
"Superior, MT",47.137198,-114.747599,,
"Terry, MT",46.789256,-105.312757,,
"Townsend, MT",46.406137,-111.399649,,
"White Sulphur Springs, MT",46.63316,-111.050627,,
"Whitefish, MT",48.41358,-114.33569,,
"Elizabeth City, NC",36.285388,-76.213284,,
"Ashley, ND",46.056209,-99.285013,,
"Bottineau, ND",48.82723,-100.4457,,
"Bowman, ND",46.205537,-103.521263,,
"Cando, ND",48.500121,-99.231923,,
"Carrington, ND",47.457278,-98.893314,,
"Cavalier, ND",48.79388,-97.62231,,
"Cooperstown, ND",47.44444,-98.12398,,
"Crosby, ND",48.928166,-103.296728,,
"Devils Lake, ND",48.1,-98.86667,,
"Dickinson, ND",46.805716,-102.756514,,
"Elgin, ND",46.367859,-101.755819,,
"Garrison, ND",47.667515,-101.61418,,
"Grafton, ND",48.368876,-97.437265,,
"Harvey, ND",47.703539,-99.747755,,
"Hazen, ND",47.29445,-101.62266,,
"Hillsboro, ND",47.383461,-97.060324,,
"Kenmare, ND",48.67475,-102.08266,,
"Langdon, ND",48.753679,-98.288629,,
"Linton, ND",46.185512,-100.233084,,
"Mayville, ND",47.487262,-97.345104,,
"Mcville, ND",47.76388,-98.17732,,
"Northwood, ND",47.759107,-97.603773,,
"Park River, ND",48.420411,-97.774812,,
"Rolla, ND",48.85778,-99.61792,,
"Rugby, ND",48.254504,-99.989912,,
"Stanley, ND",48.345765,-102.418466,,
"Tioga, ND",48.364623,-102.957597,,
"Turtle Lake, ND",47.501425,-100.895863,,
"Valley City, ND",46.972286,-98.007534,,
"Watford City, ND",47.802905,-103.2667,,
"Wishek, ND",46.191724,-99.613132,,
"Ainsworth, NE",42.542734,-99.852364,,
"Albion, NE",41.648736,-98.011092,,
"Alliance, NE",42.09302,-102.8702,,
"Alma, NE",40.101761,-99.352846,,
"Auburn, NE",40.428801,-95.843077,,
"Aurora, NE",40.850832,-98.054272,,
"Benkelman, NE",40.04722,-101.53322,,
"Blair, NE",41.543582,-96.17653,,
"Broken Bow, NE",41.451119,-99.621491,,
"Cambridge, NE",40.269966,-100.171378,,
"Central City, NE",41.162876,-98.010548,,
"Chadron, NE",42.774479,-103.138479,,
"Columbus, NE",41.542962,-97.376314,,
"Cozad, NE",40.895003,-99.967448,,
"Creighton, NE",42.490856,-97.919351,,
"Crete, NE",40.628937,-97.016925,,
"David City, NE",41.220715,-97.157229,,
"Fairbury, NE",40.175641,-97.171023,,
"Falls City, NE",40.073908,-95.602053,,
"Fremont, NE",41.487786,-96.501672,,
"Geneva, NE",40.52749,-97.600691,,
"Genoa, NE",41.445863,-97.732584,,
"Gordon, NE",42.763456,-102.314593,,
"Gothenburg, NE",40.945256,-100.129125,,
"Grand Island, NE",40.87227,-98.368698,,
"Grant, NE",40.846046,-101.7258,,
"Hastings, NE",40.582425,-98.389035,,
"Hebron, NE",40.240562,-97.64485,,
"Henderson, NE",40.796446,-97.773811,,
"Holdrege, NE",40.429207,-99.325955,,
"Kearney, NE",40.75141,-99.129054,,
"Kimball, NE",41.206972,-103.769557,,
"Lexington, NE",40.873227,-99.718408,,
"Lincoln, NE",40.865142,-96.823133,,
"Lynch, NE",42.83028,-98.46619,,
"McCook, NE",40.207969,-100.620628,,
"Minden, NE",40.502515,-98.907731,,
"Nebraska City, NE",40.707742,-95.907718,,
"Neligh, NE",42.12862,-98.02979,,
"Norfolk, NE",42.019977,-97.442989,,
"North Platte, NE",41.102555,-100.74907,,
"O'Neill, NE",42.370456,-98.665685,,
"Oakland, NE",41.845492,-96.401432,,
"Omaha, NE",41.291736,-96.171104,,
"Ord, NE",41.603603,-98.932718,,
"Osmond, NE",42.360661,-97.598511,,
"Papillion, NE",41.118594,-96.060367,,
"Pawnee City, NE",40.111565,-96.151758,,
"Pender, NE",42.110449,-96.723917,,
"Plainview, NE",42.35378,-97.788065,,
"Saint Paul, NE",41.232405,-98.503283,,
"Schuyler, NE",41.559744,-97.079635,,
"Scottsbluff, NE",41.922838,-103.622904,,
"Seward, NE",40.91582,-97.101341,,
"Sidney, NE",41.220549,-102.995925,,
"Superior, NE",40.036673,-98.069593,,
"Syracuse, NE",40.645896,-96.169603,,
"Tecumseh, NE",40.365,-96.1964,,
"Valentine, NE",42.87278,-100.55097,,
"Wahoo, NE",41.197043,-96.669114,,
"Wayne, NE",42.206417,-96.979049,,
"West Point, NE",41.870968,-96.777787,,
"York, NE",40.890132,-97.597278,,
"Berlin, NH",44.512344,-71.194226,,
"Claremont, NH",43.37674,-72.34676,,
"Colebrook, NH",44.902731,-71.500809,,
"Concord, NH",43.230314,-71.536101,,
"Derry, NH",42.88973,-71.27786,,
"Dover, NH",43.190666,-70.887661,,
"Exeter, NH",42.97731,-70.94687,,
"Franklin, NH",43.44424,-71.6473,,
"Keene, NH",42.965044,-72.294803,,
"Laconia, NH",43.576423,-71.481025,,
"Lancaster, NH",44.476575,-71.561225,,
"Lebanon, NH",43.967542,-71.840883,,
"Littleton, NH",44.335289,-71.877638,,
"Manchester, NH",42.988483,-71.462111,,
"Nashua, NH",42.741295,-71.458793,,
"New London, NH",43.41396,-71.98508,,
"North Conway, NH",44.05246,-71.12485,,
"Peterborough, NH",42.87899,-71.95927,,
"Plymouth, NH",43.710919,-71.694017,,
"Portsmouth, NH",43.005895,-71.013202,,
"Rochester, NH",43.262994,-70.991203,,
"Wolfeboro, NH",43.667102,-71.183597,,
"Woodsville, NH",44.1452,-72.02865,,
"Alamogordo, NM",32.870046,-105.948967,,
"Albuquerque, NM",35.199592,-106.644831,,
"Artesia, NM",32.771797,-104.219669,,
"Carlsbad, NM",32.416897,-104.46539,,
"Clayton, NM",36.451155,-103.162935,,
"Clovis, NM",34.497241,-103.294978,,
"Deming, NM",32.079682,-107.683073,,
"Espanola, NM",35.993867,-106.088977,,
"Farmington, NM",36.740321,-108.178691,,
"Gallup, NM",35.534983,-108.737949,,
"Grants, NM",35.14726,-107.85145,,
"Hobbs, NM",32.703708,-103.485112,,
"Las Cruces, NM",32.290052,-106.753893,,
"Las Vegas, NM",35.551539,-104.985643,,
"Los Alamos, NM",35.849514,-106.288482,,
"Lovington, NM",32.94401,-103.34855,,
"Portales, NM",34.076964,-103.352595,,
"Raton, NM",36.90336,-104.43915,,
"Rio Rancho, NM",35.268498,-106.783682,,
"Roswell, NM",33.637061,-104.377926,,
"Ruidoso, NM",33.347226,-105.680284,,
"Santa Fe, NM",35.697473,-105.982146,,
"Santa Rosa, NM",34.852639,-104.589897,,
"Silver City, NM",32.853738,-108.330764,,
"Socorro, NM",34.0584,-106.89142,,
"Taos, NM",36.429239,-105.554532,,
"Truth or Consequence, NM",33.160602,-107.266914,,
"Tucumcari, NM",35.114202,-103.615509,,
"Martins Ferry, OH",40.117231,-80.758087,,
"Anadarko, OK",35.07256,-98.24366,,
"Atoka, OK",34.358254,-96.0825,,
"Beaver, OK",36.834113,-100.51773,,
"Carnegie, OK",35.105404,-98.594067,,
"Chickasha, OK",35.127804,-97.937083,,
"Claremore, OK",36.348616,-95.604344,,
"Cleveland, OK",36.263766,-96.443319,,
"Cushing, OK",36.029294,-96.855949,,
"Drumright, OK",36.012363,-96.548022,,
"Durant, OK",34.044944,-96.321428,,
"Enid, OK",36.402681,-97.843091,,
"Fairview, OK",36.26892,-98.4798,,
"Guymon, OK",36.729713,-101.426147,,
"Holdenville, OK",35.087498,-96.387256,,
"Hugo, OK",34.018892,-95.514473,,
"Lawton, OK",34.557945,-98.290973,,
"Lindsay, OK",34.836481,-97.51668,,
"Marietta, OK",33.935268,-97.111939,,
"Okeene, OK",36.122914,-98.42913,,
"Okemah, OK",35.462681,-96.430286,,
"Oklahoma City, OK",35.491608,-97.562817,,
"Okmulgee, OK",35.612514,-95.966857,,
"Pauls Valley, OK",34.759696,-97.308819,,
"Perry, OK",36.318709,-97.285561,,
"Ponca City, OK",36.736868,-97.18908,,
"Poteau, OK",35.05371,-94.62356,,
"Prague, OK",35.48674,-96.68502,,
"Pryor, OK",36.307279,-95.271696,,
"Purcell, OK",35.00181,-97.379902,,
"Seiling, OK",36.100391,-98.94537,,
"Shattuck, OK",36.27587,-99.88123,,
"Stilwell, OK",35.81453,-94.62856,,
"Stroud, OK",35.709676,-96.745384,,
"Sulphur, OK",34.520837,-96.996244,,
"Tahlequah, OK",35.911304,-94.911331,,
"Talihina, OK",34.745742,-95.044014,,
"Tulsa, OK",36.039147,-95.868667,,
"Wagoner, OK",35.943419,-95.415011,,
"Weatherford, OK",35.538228,-98.703175,,
"Woodward, OK",36.438017,-99.442977,,
"Aguadilla, PR",18.455913,-67.14578,,
"Aibonito, PR",18.128092,-66.268717,,
"Arecibo, PR",18.402239,-66.7114,,
"Bayamon, PR",18.326702,-66.174176,,
"Cabo Rojo, PR",18.062201,-67.149541,,
"Caguas, PR",18.218819,-66.042375,,
"Carolina, PR",18.444389,-66.030129,,
"Castaner, PR",18.190607,-66.832041,,
"Cayey, PR",18.102967,-66.139274,,
"Coto Laurel, PR",18.102834,-66.568105,,
"Fajardo, PR",18.359381,-65.611361,,
"Guayama, PR",18.010721,-66.133613,,
"Guaynabo, PR",18.433757,-66.114752,,
"Hato Rey, PR",18.217648,-66.410799,,
"Humacao, PR",18.138029,-65.788499,,
"Manati, PR",18.44553,-66.490268,,
"Mayaguez, PR",18.181938,-67.133802,,
"Moca, PR",18.383727,-67.080799,,
"Ponce, PR",17.990567,-66.607542,,
"Rio Piedras, PR",18.409307,-66.038888,,
"San German, PR",18.113284,-67.039706,,
"San Juan, PR",18.465901,-66.103568,,
"Utuado, PR",18.250027,-66.698957,,
"Vega Baja, PR",18.443109,-66.398302,,
"Yauco, PR",18.06104,-66.861164,,
"North Providence, RI",41.8501,-71.46617,,
"Providence, RI",41.82275,-71.414451,,
"Wakefield, RI",41.443653,-71.534202,,
"Warwick, RI",41.70247,-71.47902,,
"Westerly, RI",41.37224,-71.80694,,
"Woonsocket, RI",41.984598,-71.51939,,
"Athens, TN",35.457491,-84.63982,,
"Bolivar, TN",35.197635,-88.986448,,
"Bristol, TN",36.531703,-82.192545,,
"Camden, TN",36.082972,-88.101856,,
"Carthage, TN",36.276278,-85.95174,,
"Chattanooga, TN",35.017818,-85.206426,,
"Collierville, TN",35.080992,-89.699083,,
"Columbia, TN",35.623997,-87.00404,,
"Cookeville, TN",36.217846,-85.542327,,
"Covington, TN",35.541624,-89.63552,,
"Elizabethton, TN",36.330784,-82.122892,,
"Erin, TN",36.31839,-87.69474,,
"Erwin, TN",36.14511,-82.41681,,
"Etowah, TN",35.347928,-84.534548,,
"Fayetteville, TN",35.168227,-86.601925,,
"Franklin, TN",35.890746,-86.965691,,
"Gallatin, TN",36.401201,-86.449479,,
"Greeneville, TN",36.131582,-82.869219,,
"Hartsville, TN",36.402012,-86.143252,,
"Hermitage, TN",36.153572,-86.583994,,
"Hixson, TN",35.166775,-85.21024,,
"Huntingdon, TN",35.985967,-88.433709,,
"Jackson, TN",35.570424,-88.862742,,
"Jellico, TN",36.58786,-84.12687,,
"Johnson City, TN",36.330485,-82.317625,,
"Kingsport, TN",36.514384,-82.547615,,
"Knoxville, TN",36.032334,-83.884804,,
"Lafayette, TN",36.52772,-86.025585,,
"Lawrenceburg, TN",35.235493,-87.397143,,
"Lewisburg, TN",35.504165,-86.792003,,
"Livingston, TN",36.38519,-85.329392,,
"Maryville, TN",35.688378,-84.076895,,
"Memphis, TN",35.169255,-89.990415,,
"Milan, TN",35.920312,-88.813982,,
"Mountain City, TN",36.451666,-81.823043,,
"Nashville, TN",36.165688,-86.778098,,
"Paris, TN",36.31586,-88.315916,,
"Parsons, TN",35.697465,-88.111755,,
"Pikeville, TN",35.609437,-85.210253,,
"Pulaski, TN",35.217373,-87.015664,,
"Ripley, TN",35.754505,-89.66112,,
"Rogersville, TN",36.415976,-82.949145,,
"Savannah, TN",35.210571,-88.179203,,
"Sewanee, TN",35.150642,-85.890914,,
"Sneedville, TN",36.509867,-83.185624,,
"Springfield, TN",36.51351,-86.888624,,
"Sweetwater, TN",35.571343,-84.410561,,
"Union City, TN",36.42886,-89.113506,,
"Waverly, TN",36.032353,-87.82746,,
"Waynesboro, TN",35.345882,-87.775459,,
"Winchester, TN",35.146602,-86.102966,,
"Abilene, TX",32.576489,-99.665323,,
"Alamo Heights, TX",26.18369,-98.12306,,
"Alice, TX",27.703829,-98.055296,,
"Alpine, TX",30.357926,-103.66029,,
"Aransas Pass, TX",27.873028,-97.092196,,
"Arlington, TX",32.635563,-97.148829,,
"Aspermont, TX",33.139647,-100.224966,,
"Athens, TX",32.188097,-95.882391,,
"Atlanta, TX",33.08447,-94.242023,,
"Austin, TX",30.326374,-97.771258,,
"Bay City, TX",28.798156,-95.651058,,
"Beaumont, TX",30.073712,-94.109705,,
"Beeville, TX",28.488192,-97.730956,,
"Breckenridge, TX",32.769037,-98.84154,,
"Brenham, TX",30.216516,-96.385104,,
"Brownsville, TX",25.963264,-97.550453,,
"Bryan, TX",30.639285,-96.362454,,
"Cameron, TX",30.812561,-96.902747,,
"Carrollton, TX",32.962473,-96.89817,,
"Childress, TX",34.4104,-100.236376,,
"Clifton, TX",31.791801,-97.520315,,
"Coleman, TX",31.896653,-99.400197,,
"College Station, TX",30.609093,-96.325984,,
"Colorado City, TX",32.340912,-100.900564,,
